playerShort,club,leagueCountry,birthday,position,yellowCards,redCards,victories,goals,meanIAT_yellowCards,meanIAT_redCards,meanExp_yellowReds,games,meanExp_redCards,ties,meanExp_yellowCards,height,defeats,meanIAT_yellowReds,weight,skin_color
antonio-rukavina,Real Valladolid,Spain,5138.0,Right Fullback,37,0,95,3,0.004669077360683122,-0.0014902547737605154,0.0005944754292457777,249,-0.0018693367888946775,70,0.005532989524889454,177.0,84,7.591737079940942e-05,74.0,0.0
antonio-valencia_2,Manchester United,England,5694.0,Right Winger,48,3,171,36,0.002191344040878339,0.0015588635204288645,0.002633006605186139,344,0.0027849957638190035,68,0.00507401537511625,175.0,105,0.00158949883712888,70.0,0.75
apono,Real Zaragoza,Spain,5156.0,Defensive Midfielder,45,1,65,31,0.0474457517135952,0.000574270495408541,-0.002371301381815731,172,0.0009133485787732909,43,0.07546010154259113,173.0,64,-0.0014909624331241138,72.0,0.125
aranda,Real Zaragoza,Spain,3860.0,Center Forward,37,1,73,35,0.0191350133243049,0.0002866758297605817,0.000596059290924805,199,0.00046101076122392697,40,0.030449155152082446,184.0,86,0.00037176040603899746,82.0,0.25
aranzubia,Deportivo La Coruña,Spain,3547.0,Goalkeeper,36,4,143,1,-0.013142317488855032,0.002429206559693979,-0.0007563907468119663,370,0.003879329983615398,90,-0.019858519041434295,184.0,137,-0.0004849783259545241,80.0,0.0
arbeloa,Real Madrid,Spain,4764.0,Right Fullback,85,0,244,6,0.03698199887291556,-0.0015105990019752763,0.005186610367464752,364,-0.002157661858709104,71,0.05510009969496549,184.0,49,0.0036001107955199313,79.0,0.25
arda-turan,Atlético Madrid,Spain,6238.0,Left Winger,75,3,209,71,0.022410122265325697,0.0014694247254924218,-0.0012121796308784923,385,0.001957017567018843,84,0.02647931044555304,177.0,92,-0.0005254082187051723,76.0,0.0
aristide-bance,FC Augsburg,Germany,5375.0,Center Forward,22,2,87,72,-0.013529466136162875,0.0013582511851887471,0.0008769972995625304,239,0.0012225884641422584,68,-0.011317005172039865,190.0,84,0.00013788400161230215,96.0,0.875
arizmendi,RCD Mallorca,Spain,5175.0,Center Forward,35,0,100,36,-0.0014378887773269782,-0.0015694072396292135,0.0020222792643828434,270,-0.002469112104902265,72,-0.0033545311939558063,189.0,98,0.0012554849087777114,76.0,0.25
arjen-robben,Bayern München,Germany,5135.0,Right Winger,50,2,347,170,-0.012863173079713894,-0.00020850558001110736,1.731184456849472e-05,521,-0.0005697735273812747,80,-0.014095071068741714,180.0,94,-6.446539185346125e-05,80.0,0.25
armand-traore,Queens Park Rangers,England,7220.0,Left Fullback,10,0,48,3,-0.02179872669961612,-0.0014147611039064202,0.0008875447378546977,148,-0.001607893795178008,40,-0.025062695559328566,185.0,60,0.0008691714508717221,82.0,0.625
arnold-mvuemba,Olympique Lyon,France,5506.0,Defensive Midfielder,10,0,78,15,-0.029514064623454062,-0.0014302799370675596,-0.0014324636123912724,219,-0.0015144275981967613,60,-0.031953318462775555,172.0,81,-0.0013528701984975098,67.0,0.75
arouna-kone,Wigan Athletic,England,5062.0,Center Forward,12,0,160,95,-0.034125737165593126,-0.0015146319054083117,-0.001926294045825913,328,-0.00203651446361768,61,-0.04438274264620496,181.0,107,-0.0014326568620696627,81.0,1.0
arribas_2,CA Osasuna,Spain,7060.0,Center Back,48,2,52,5,0.0706367548689506,0.0034222884267679715,0.013528625957225999,148,0.005442979041639826,30,0.11234423531164724,185.0,66,0.008506161734096756,77.0,0.25
arrizabalaga,Athletic Bilbao,Spain,9041.0,Goalkeeper,2,0,18,0,-0.025264777720135193,-0.001558264603794602,-0.0022743007785620242,31,-0.002404433757242219,7,-0.03408316187320295,186.0,6,-0.0014739280676546803,81.0,0.0
arthur-boka,VfB Stuttgart,Germany,4839.0,Left Fullback,66,2,147,12,0.011679082836427258,0.0003364517684865149,0.0007871715301054631,390,0.0006991083306545717,95,0.014390103672459159,166.0,148,0.00041030871513966663,67.0,1.0
artjoms-rudnevs,Hamburger SV,Germany,6586.0,Right Winger,17,0,62,59,-0.008323662778939839,-0.0015054863543866787,0.0004944208196390278,157,-0.00247843584587932,30,-0.01215111216578932,183.0,65,0.0008238917989119602,81.0,0.0
artur-boruc,Southampton FC,England,3702.0,Goalkeeper,24,0,190,0,-0.022400616746620458,-0.0014757338388179685,-0.001786610752352215,364,-0.0018888386463657132,84,-0.027324705792383823,193.0,90,-0.0013958640401154235,88.0,0.125
artur-sobiech,Hannover 96,Germany,7467.0,Center Forward,26,1,70,45,0.007036120565264073,0.0004617050737551076,0.0047466961593178435,171,-0.0005147516404706962,35,0.014228709594731992,185.0,66,0.0009031758580196644,81.0,0.125
asenjo_2,Atlético Madrid,Spain,7118.0,Goalkeeper,5,0,62,0,-0.03640965453971154,-0.0015574584399377135,0.001712156454841713,148,-0.002392301748962637,31,-0.05641741797985517,189.0,55,0.0010261155067351193,85.0,0.125
ashkan-dejagah,Fulham FC,England,6029.0,Left Winger,55,4,130,56,0.01346778731185296,0.002764159789780402,-0.00043436906732810765,320,0.0026303925102535235,71,0.015143222799904751,181.0,119,-0.0003135935943910732,74.0,0.5
ashley-cole,Chelsea FC,England,4006.0,Left Fullback,106,3,404,16,0.009041607881421507,9.272465493376128e-05,-0.0011432614503669462,662,0.00022717450056675468,146,0.01104759764296973,170.0,112,-0.0008681829769243727,67.0,0.5
ashley-young,Manchester United,England,5668.0,Left Midfielder,57,2,193,77,0.0009046378519182763,0.00015131302614897888,-0.0006532439868643385,419,0.00011140708955124744,114,0.0010037406254181952,180.0,112,-0.0005521685400257225,65.0,0.75
asmir-begovic,Stoke City,England,6379.0,Goalkeeper,11,1,68,1,-0.02494669694362242,0.0002819798673980018,-0.0015562661622712786,192,0.0002111733103033887,52,-0.026484397852182647,198.0,72,-0.0013427010319220047,83.0,0.125
assani-lukimya,Werder Bremen,Germany,5868.0,Center Back,21,1,94,13,-0.015559737418214955,-3.771817359783258e-05,0.002827949374753052,241,-3.764408025518846e-05,60,-0.015529171968034685,190.0,87,0.002833515514783203,89.0,0.875
atsuto-uchida,FC Schalke 04,Germany,6660.0,Right Fullback,35,1,135,6,-0.00019328984613599094,-0.00014061561424500913,-0.0015544726601654513,258,-0.0008475283889799992,56,-0.0016894859071843588,176.0,67,-0.0013843066889408125,62.0,0.0
augusto-fernandez,Celta Vigo,Spain,5943.0,Right Midfielder,50,1,116,31,0.018823082778609994,-0.00023251237876273535,0.004173815388963803,273,-0.0002609443250097663,65,0.03340778384540955,177.0,92,0.0025725717027091665,71.0,0.5
aurelien-chedjou,Lille OSC,France,5649.0,Center Back,34,1,115,20,0.004710891487438574,0.00014707743496603326,-0.0009075735551837575,236,0.0011732871803616432,68,0.00673264206298014,184.0,53,1.3023562185465595e-05,75.0,0.75
aurtenetxe,Athletic Bilbao,Spain,8037.0,Center Back,25,1,53,6,0.028371537355880515,0.0015157503330618938,0.002554838379225973,120,0.002420509056098792,30,0.05173205829239631,182.0,37,0.0016005432094144119,82.0,0.0
axel-bellinghausen,Fortuna Düsseldorf,Germany,4884.0,Left Midfielder,40,1,103,17,0.003543224974209077,-0.00022362285758512616,-0.0001456971101178142,278,-0.00022318357425218986,79,0.003536264685386985,182.0,96,-0.00014598387993206325,76.0,0.0
aykut-oezer,Eintracht Frankfurt,Germany,8401.0,Goalkeeper,5,1,33,0,-0.020493117048602228,0.0031906098398084173,-0.0013623244720079716,73,0.003162011023597953,11,-0.01514813407058574,189.0,29,-0.0013438417152001302,80.0,0.0
ayoze,Deportivo La Coruña,Spain,4527.0,Left Fullback,56,1,92,4,0.04439995841199086,9.745301368773087e-05,0.00029067740345369887,221,0.00015499415738839495,51,0.07061591921823454,175.0,78,0.00018276423740607662,75.0,0.0
azpilicueta_2,Chelsea FC,England,7179.0,Right Fullback,41,0,132,4,0.0039571537661453795,-0.0014874163124923114,0.0001586127196876884,288,-0.0019918916147061527,65,0.007611984289686943,178.0,91,-0.00012256147631121842,70.0,0.25
baba-diawara,Sevilla FC,Spain,6578.0,Center Forward,12,0,57,47,-0.02256939563582328,-0.0016493876707329754,0.0019616487086703935,163,-0.0030524244823762325,41,-0.03857742227695258,179.0,65,0.0008742553610118306,76.0,1.0
bacary-sagna,Arsenal FC,England,4792.0,Right Fullback,44,2,227,5,-0.010945889916147304,0.00021977424847224693,-0.0016295584357157793,432,0.0003287298121108308,108,-0.014419697301962546,176.0,97,-0.0013529588694169202,72.0,1.0
baena_4,Espanyol Barcelona,Spain,7000.0,Defensive Midfielder,27,1,45,2,0.03751584784537537,0.0016401923795677324,0.0027443274142237824,115,0.0026086441681584774,27,0.05966708473621332,181.0,43,0.001725503603286078,75.0,0.25
bafetimbi-gomis,Olympique Lyon,France,5696.0,Center Forward,19,0,158,129,-0.02772239436866919,-0.0014398311567644173,-0.0005943014284367103,372,-0.0015835010251578445,102,-0.028067470057328972,184.0,112,-0.00046221659417367174,77.0,1.0
balenziaga,Real Valladolid,Spain,6633.0,Left Fullback,26,0,67,0,0.010778973917715637,-0.0015762736568424591,0.0013055568153376683,160,-0.002506984627881034,43,0.017143420369134875,177.0,50,0.0008208725305457111,70.0,0.25
ballesteros,Levante UD,Spain,2072.0,Center Back,128,5,188,10,0.04363277631278486,0.0020628282927488847,0.00908676129592302,509,0.003287883368315323,136,0.07026485450915976,188.0,185,0.005813355954503302,90.0,0.25
bamba-anderson,Eintracht Frankfurt,Germany,6583.0,Center Back,11,0,62,4,-0.01901882284111232,-0.0014410077336418844,-0.0014098909114941122,142,-0.0014905633122848604,34,-0.020620866288451452,188.0,46,-0.0013630173843069556,80.0,0.75
baptiste-aloe,Olympique Marseille,France,8945.0,Center Back,1,0,1,0,0.34363362704224754,-0.0016897068366072147,-0.00415738246585858,1,-0.004395263298901719,0,0.8938593586091803,184.0,0,-0.0015982563721967551,77.0,0.25
barel-mouko,Lille OSC,France,3381.0,Goalkeeper,1,0,11,0,-0.02638663661314655,-0.0011462424448182241,0.00043827287514380076,24,0.00046335036500565495,5,0.00987069988618926,177.0,8,-0.0010842054087865265,71.0,1.0
barkero,Levante UD,Spain,3403.0,Left Midfielder,37,2,105,56,-0.000774109358740277,0.0010440138504674216,-0.00028739998022488756,283,0.0016559983814496558,56,-0.0013705547773284373,180.0,122,-0.00017805490414611727,71.0,0.25
barragan_3,Valencia CF,Spain,6371.0,Right Fullback,43,1,76,4,0.050615563403953415,0.0004974242959151398,0.005105237279598762,159,-0.00018423476757814587,36,0.07644891056829936,187.0,47,0.0031798022317365785,83.0,0.125
bartra,FC Barcelona,Spain,7684.0,Center Back,19,0,81,6,0.00805300552425254,-0.0015382048875533052,-0.002330730524515825,126,-0.002464092350935225,22,0.01640897096177598,183.0,23,-0.0014549540251684188,70.0,0.0
bas-dost,VfL Wolfsburg,Germany,7090.0,Center Forward,11,0,72,83,-0.025395663768574436,-0.001484568279770467,-0.0016754015102852914,184,-0.001771266134293632,49,-0.02871429280174725,192.0,63,-0.0014042203426652049,85.0,0.25
bastian-mueller,Fortuna Düsseldorf,Germany,7881.0,Defensive Midfielder,15,0,32,2,0.009992544636976243,-0.0014345155289618202,-0.001354211111557745,92,-0.0014316975756921229,22,0.009972915345230095,185.0,38,-0.001356876551308757,75.0,0.0
bastian-oczipka,Eintracht Frankfurt,Germany,6951.0,Left Fullback,10,0,65,2,-0.024600105397136425,-0.0014404853483321622,-0.0014312715359543606,166,-0.0015131673124627284,33,-0.02559481988715138,184.0,68,-0.0013625232715816487,87.0,0.0
bastian-schweinsteiger,Bayern München,Germany,5326.0,Defensive Midfielder,90,1,397,91,0.005101753040195107,-0.0008669848312509685,0.0004749439824856959,611,-0.0007837075583480769,113,0.006091208640845546,183.0,101,-0.00021873427547530213,79.0,0.25
beg-ferati,SC Freiburg,Germany,6157.0,Center Back,19,0,69,2,0.0019504308537405585,-0.0014773712995753373,0.0011083431169301046,136,-0.0017604118634385313,26,-0.0022705698923600284,188.0,41,0.00114159585228192,81.0,0.25
bellvis,Celta Vigo,Spain,5592.0,Left Midfielder,19,0,32,1,0.015148129904100818,-0.001576273656842459,0.00842314470157039,109,-0.002506984627881033,23,0.0240923450353147,178.0,54,0.0052960759923285855,72.0,0.25
ben-foster,West Bromwich Albion,England,4840.0,Goalkeeper,8,1,89,0,-0.03304835084653258,-6.752179196459904e-05,-0.0014587601100052702,246,-9.326305202946181e-05,68,-0.03667159042544732,188.0,89,-0.00131999971081335,80.0,0.0
benat,Real Betis,Spain,6258.0,Center Midfielder,47,0,67,15,0.07069355100231645,-0.0015722556435367237,-0.002348096036410423,145,-0.0024824514982409586,30,0.1130023332757192,175.0,48,-0.0014871618830935784,72.0,0.25
benedikt-hoewedes,FC Schalke 04,Germany,6633.0,Center Back,27,3,159,21,-0.014601269654779325,0.0020351055915541413,0.000656682291330564,295,0.0020875476930764443,54,-0.020035972145701627,187.0,82,0.0009026430829019052,80.0,0.0
benedikt-roecker,VfB Stuttgart,Germany,7262.0,Center Back,12,1,42,9,-0.014989606220762192,0.0010583992242110642,-0.0013661585451723583,135,0.0010443150191469098,43,-0.015335854391953205,197.0,50,-0.0013574697986782438,90.0,0.0
benjamin-koehler,Eintracht Frankfurt,Germany,3868.0,Left Midfielder,32,1,149,52,-0.014704277589778925,-0.0004940650688218425,-0.001370628406419596,357,-0.0005079705178200286,85,-0.014549628578572104,172.0,123,-0.001359227596756438,66.0,0.25
benjamin-stambouli,Montpellier HSC,France,7529.0,Defensive Midfielder,12,2,44,3,-0.011216142800870316,0.0041880817149003505,-0.0014538634130133,119,0.004111703811168844,34,-0.01420877391225743,180.0,41,-0.0013590919696136003,75.0,0.0
benjamin-uphoff,1. FC Nürnberg,Germany,8620.0,Goalkeeper,0,0,24,0,-0.044892481880858696,-0.0014345155289618207,-0.0013542111115577454,64,-0.0014316975756921227,17,-0.0448042953722103,190.0,23,-0.001356876551308757,78.0,0.0
benoit-assou-ekotto,Tottenham Hotspur,England,5196.0,Left Fullback,50,2,154,4,0.004670576685329659,0.0005852099591412384,0.0006514792049842765,331,0.0005040569052126045,85,-0.0009731004346117839,180.0,92,0.000637527227390816,69.0,0.5
benoit-cheyrou,Olympique Marseille,France,4140.0,Defensive Midfielder,80,0,209,34,0.01049823714291071,-0.0014415785113307863,0.0007933874007397706,488,-0.0016016295552212633,131,0.012061182270631006,182.0,148,0.00013539145098055263,78.0,0.125
benoit-pedretti,Lille OSC,France,3968.0,Defensive Midfielder,83,1,194,30,0.019254956270579025,-0.0006721539973745768,-0.0002372345787764401,438,-0.0007831621895162581,119,0.02180931809172461,177.0,125,-0.0006161065547456997,69.0,0.25
benoit-tremoulinas,Girondins Bordeaux,France,5840.0,Left Fullback,21,2,114,6,-0.013905048139049123,0.001609963374457283,-0.0016529328029125066,225,0.0005555188209911167,62,-0.019103849054755057,173.0,49,-0.0013753040163251007,64.0,0.25
bernard-mendy,Stade Brest,France,4249.0,Right Fullback,84,3,119,10,0.029266652928267224,0.0011756855741622914,0.001113987081302666,381,0.0010236170865384085,108,0.03438491540042285,180.0,154,0.0012586507585340555,77.0,0.25
bernd-leno,Bayer Leverkusen,Germany,8098.0,Goalkeeper,9,0,98,0,-0.030359684433051422,-0.0014451600908705789,-0.0015049787589641824,208,-0.0015910919813666565,48,-0.03076056990101404,190.0,62,-0.0013669450072866449,79.0,0.0
bernd-nehrig,SpVgg Greuther Fürth,Germany,6114.0,Right Midfielder,59,1,112,53,0.032685269815819616,-0.00011970620803845062,0.001269881119680086,256,-0.00012001315957293782,58,0.03260409826392751,180.0,86,0.0012728943472998411,79.0,0.0
blaise-matuidi,Paris Saint-Germain,France,6307.0,Defensive Midfielder,59,0,167,21,0.009523387528641127,-0.0014388879195376596,0.0003697635471456275,364,-0.0015614542055609134,89,0.005769196144794644,175.0,108,0.0004779102056682095,70.0,0.75
bnel-nicoli,AS Saint-Étienne,France,5485.0,Right Midfielder,53,0,116,28,0.028715449804441625,-0.0015577395532632619,0.0008354682437172965,249,-0.0027657483708334227,66,0.049730065821026466,175.0,67,7.308321845018343e-05,71.0,0.25
bo-svensson,1. FSV Mainz 05,Germany,3502.0,Center Back,29,0,71,3,0.00965504394868649,-0.001449431886378068,-0.001488095771229617,179,-0.001573242967720467,46,0.011799752759623462,190.0,62,-0.0013709856042959322,87.0,0.25
boaz-myhill,West Bromwich Albion,England,4695.0,Goalkeeper,14,1,101,0,-0.029253676883905868,-0.0003542682978527466,-0.0015245716932166158,311,-0.00046567879176900775,78,-0.03439492204769748,191.0,132,-0.0013286911987588905,92.0,0.25
bobby-zamora,Queens Park Rangers,England,4033.0,Center Forward,35,1,157,98,-0.014887701492589202,-0.000579354826539957,-0.0005956231050677664,396,-0.0006812075906797046,86,-0.016728792949169312,186.0,153,-0.0005033496190637753,75.0,0.5
bocoundji-ca,Stade Reims,France,6205.0,Defensive Midfielder,28,1,77,4,0.003331866817263674,0.0002862322283526299,0.0003882346550909582,196,0.00031233000356607835,53,0.004124765091329825,172.0,66,0.000363158046803147,69.0,0.75
bodipo,Deportivo La Coruña,Spain,2854.0,Center Forward,28,3,67,41,-0.0028211541798573905,0.0034975663643166824,0.00044078594710238097,220,0.005661156780675364,53,-0.0069717532483517955,181.0,100,0.00021859373819558474,76.0,0.375
boris-vukcevic,1899 Hoffenheim,Germany,7379.0,Attacking Midfielder,6,0,47,10,-0.027139945089912226,-0.0014434984031377746,-0.0014523914454438733,112,-0.0015354956798471816,29,-0.030054381344358203,182.0,36,-0.001365373253565812,76.0,0.25
borja-oubina,Celta Vigo,Spain,4519.0,Defensive Midfielder,34,0,79,4,0.013723117271894555,-0.001570843269305213,0.0005939674669961732,200,-0.0024818415403622626,38,0.022342491183092106,180.0,83,0.00036364202142941967,75.0,0.25
borja_2,Getafe CF,Spain,4031.0,Defensive Midfielder,55,1,94,4,0.04162480972394645,7.69151756390209e-05,0.008136638531546902,224,0.00012212396468670812,51,0.0658190671923284,185.0,79,0.0051160568152788305,73.0,0.25
bosingwa,Queens Park Rangers,England,4618.0,Right Fullback,41,2,158,6,-0.0004096688472700749,0.0006745130569055923,-0.0019279410275692772,314,-0.00032320317703159846,78,0.002161004047467993,183.0,78,-0.0014145991563792111,75.0,0.5
brad-friedel,Tottenham Hotspur,England,502.0,Goalkeeper,7,1,247,1,-0.039748055089690655,-0.0008422722194060187,-0.001509144562437631,582,-0.0009830467277861961,151,-0.043921902177574135,193.0,184,-0.0013276292222494034,91.0,0.25
brad-guzan,Aston Villa,England,5365.0,Goalkeeper,9,0,76,0,-0.02874091699490304,-0.0014081967522149564,-0.00161477174728978,188,-0.0017071672032225268,42,-0.036594726183994855,193.0,70,-0.0013319822017489494,95.0,0.0
brad-jones,Liverpool FC,England,4460.0,Goalkeeper,4,2,43,0,-0.032578994669632724,0.0038622149601108195,-0.0014867929120508927,124,0.00417725641190416,36,-0.035337370254904625,193.0,45,-0.0013308251422925717,79.0,0.0
bradden-inman,Crewe Alexandra,England,8013.0,Attacking Midfielder,6,0,18,9,-0.010344414009229336,-0.0013921634505518249,-0.001436756275770035,59,-0.0015189658830329909,15,-0.01128661433667119,176.0,26,-0.0013168166558712357,71.0,0.25
brandao,AS Saint-Étienne,France,3819.0,Center Forward,61,2,144,84,0.03062395007161073,0.0013233649818386207,-0.0021407948935053644,278,0.0046485293261774125,63,0.0541325801565962,189.0,71,-0.0014178719488648016,78.0,0.5
branislav-ivanovic,Chelsea FC,England,5165.0,Center Back,66,3,214,40,0.01096390699546621,0.0011341803866035203,-0.001940861128464677,394,0.0012505936624489498,76,0.015127893641505347,182.0,104,-0.001383780706261332,78.0,0.0
